,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S3_1,S3_2,S3_3,S3_4,S3_5,S3_6,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV853,5,0,0,0,0,0,59,19,0,33,3,0,0,0,0,0,0,0,0,9,0,0,0,0,7,3,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter_906144,Unassigned
ASV854,0,10,0,6,2,10,0,0,8,0,4,7,7,11,0,13,0,11,10,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__UBA11740,s__UBA11740 sp003168335
ASV855,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,14,0,0,0,32,0,0,0,0,0,8,0,0,12,17,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,Unassigned,Unassigned,Unassigned
ASV856,0,12,0,0,22,8,0,0,17,0,14,24,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__WHSN01,Unassigned
ASV857,0,0,5,0,5,8,0,0,6,8,2,8,10,8,6,0,2,4,5,6,0,2,0,3,8,8,2,0,3,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__WHSN01,s__WHSN01 sp902826465
ASV858,0,0,0,0,0,0,0,12,6,5,0,10,5,0,0,0,5,11,0,0,0,0,0,0,0,16,0,15,14,25,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574934,g__Noviherbaspirillum_A_568104,Unassigned
ASV859,0,7,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,7,0,4,0,0,17,8,0,29,5,15,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__Aquicella_A,s__Aquicella_A siphonis
ASV860,0,8,0,7,13,5,0,0,0,0,0,8,0,0,0,0,5,12,19,0,0,6,0,0,12,5,0,0,0,8,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__CSP1-6,g__GWA2-73-35,s__GWA2-73-35 sp001788495
ASV861,11,0,4,8,10,8,0,7,14,10,3,7,7,0,5,0,0,0,0,0,0,0,0,0,5,3,0,3,0,7,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Z2-YC6860,Unassigned
ASV862,7,0,6,4,11,3,0,2,5,8,2,5,3,0,5,0,0,0,0,0,0,0,0,0,3,11,0,16,0,14,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Z2-YC6860,Unassigned
ASV863,0,15,7,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,24,24,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Unassigned,Unassigned
ASV864,0,0,0,0,0,0,0,14,0,9,0,12,0,0,10,0,8,9,0,0,0,0,10,5,0,4,0,11,5,7,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV865,10,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,15,13,13,0,11,0,0,16,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,Unassigned,Unassigned
ASV866,0,4,7,0,8,0,0,11,7,0,6,17,11,12,22,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__PSRF01,s__PSRF01 sp002427845
ASV867,4,4,3,8,6,5,0,10,10,3,0,4,1,5,0,9,9,8,0,0,4,0,3,0,5,6,8,6,5,5,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,Unassigned,Unassigned
ASV868,0,0,0,0,0,3,11,0,7,10,0,3,0,4,3,0,4,0,0,0,0,7,0,0,0,12,12,0,15,12,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Thermomonas_615667,s__Thermomonas lycopersici
ASV869,0,5,12,0,0,0,0,0,9,11,9,0,5,0,0,7,0,0,8,0,0,9,7,9,9,7,0,6,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__Nitrosomonadaceae,g__Nitrosospira,Unassigned
ASV870,0,0,10,4,0,0,0,0,0,0,10,0,4,0,6,0,2,0,14,7,0,4,2,11,0,12,0,9,8,6,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__UBA10450,g__Palsa-1392,s__Palsa-1392 sp003169975
ASV871,0,0,0,0,0,16,0,0,0,0,0,30,0,0,33,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,Unassigned,Unassigned
ASV872,0,0,0,0,0,0,38,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,13,0,0,39,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,g__Sulfotelmatobacter,s__Sulfotelmatobacter sp003166855
ASV873,0,0,8,0,0,0,15,15,4,17,0,0,10,10,0,12,0,0,3,16,0,0,0,0,14,0,8,9,0,0,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,Unassigned,Unassigned,Unassigned,Unassigned
ASV874,0,0,4,0,0,0,0,0,12,0,0,0,16,0,0,0,0,0,0,23,32,25,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,Unassigned
ASV875,0,0,0,0,0,0,18,53,54,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501058,f__Rhizobiaceae_A_501058,g__Rhizobium_A_501058,Unassigned
ASV876,10,5,18,9,5,3,13,0,0,0,0,0,12,3,0,0,0,0,0,6,0,3,4,0,10,5,9,0,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,Unassigned,Unassigned,Unassigned
ASV877,5,0,7,0,0,5,10,0,0,0,4,7,4,19,13,9,2,12,0,0,0,0,0,0,0,0,11,0,0,5,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__CSP1-6,g__GWA2-73-35,s__GWA2-73-35 sp001788495
ASV878,0,0,8,3,0,0,0,7,0,3,5,0,17,8,10,11,7,6,7,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,Unassigned,Unassigned
ASV879,0,0,5,0,0,0,73,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter_887417,Unassigned
ASV880,0,0,10,0,0,8,0,17,0,6,7,0,6,0,14,11,0,17,18,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bog-159,s__Bog-159 sp003166475
ASV881,0,0,0,0,4,7,0,6,6,0,0,0,5,4,0,0,6,0,12,4,17,11,15,0,0,12,4,0,4,7,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,Unassigned,Unassigned
ASV882,0,0,0,0,0,0,0,8,0,0,13,0,13,26,0,0,0,0,7,0,0,10,0,0,0,0,15,0,26,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV883,13,8,6,8,11,6,0,0,4,0,5,14,0,8,1,0,1,10,0,0,0,3,0,0,5,7,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__UTPRO1,f__DP-6,g__DP-6,s__DP-6 sp005879795
ASV884,6,0,7,3,4,15,0,0,0,0,5,0,4,0,3,14,6,8,0,0,0,0,0,0,3,5,6,15,0,6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597439,f__Usitatibacteraceae,g__Usitatibacter,Unassigned
ASV885,7,3,5,5,3,10,0,0,0,0,5,9,2,3,6,0,1,2,0,0,0,0,0,0,11,3,14,0,7,6,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales_407288,f__Roseiflexaceae,g__Kouleothrix,s__Kouleothrix aurantiaca
ASV886,0,0,5,0,4,10,4,13,3,2,0,16,1,3,0,0,0,11,0,3,0,0,0,0,3,6,11,1,4,6,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,Unassigned,Unassigned,Unassigned
ASV887,0,0,0,0,0,0,96,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_929731,g__Edaphocola,s__Edaphocola chishuiensis
ASV888,0,19,11,0,0,0,0,0,9,10,11,0,7,0,0,7,8,14,0,0,0,0,0,0,0,7,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV889,0,5,5,0,0,0,29,19,0,6,0,0,11,9,4,10,0,0,0,9,0,0,0,0,0,0,0,21,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Ramlibacter_588642,Unassigned
ASV890,0,0,1,10,0,0,0,0,13,10,4,0,6,0,6,11,0,5,9,0,0,7,6,0,3,7,0,0,0,8,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__20CM-2-55-15,f__20CM-2-55-15,g__DSPE01,s__DSPE01 sp011046715
ASV891,0,0,0,0,18,7,0,0,14,0,14,0,4,0,2,0,0,5,11,22,0,0,6,0,3,3,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV892,0,0,6,11,11,13,0,0,0,5,0,7,9,0,0,0,0,8,3,0,0,0,0,0,8,0,0,8,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Unassigned,Unassigned
ASV893,0,0,5,0,0,0,0,0,0,0,0,0,2,0,6,16,0,0,0,0,0,5,0,0,11,5,13,17,16,6,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Solibacter,s__Solibacter usitatus_A
ASV894,0,0,0,0,0,0,10,13,24,9,16,14,3,6,6,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__UBA4722,s__UBA4722 sp002404295
ASV895,47,0,24,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__UBA1384,o__2-12-FULL-50-11,f__2-12-FULL-50-11,g__2-12-FULL-50-11,Unassigned
ASV896,14,0,0,0,18,15,0,0,0,0,0,0,0,0,8,12,17,0,0,0,0,3,15,0,0,0,0,0,0,0,d__Bacteria,p__Chloroflexota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV897,5,0,0,0,0,7,0,0,24,7,3,0,7,0,0,0,2,0,0,0,5,0,0,0,5,4,10,13,7,12,d__Bacteria,p__Actinobacteriota,c__UBA4738_401450,o__UBA4738,f__HRBIN12,g__AC-51,s__AC-51 sp005883885
ASV898,3,3,3,8,6,5,4,2,5,7,3,3,0,6,3,7,3,6,2,0,0,5,1,3,0,0,4,2,1,5,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV899,0,0,0,9,7,0,0,0,6,4,9,0,7,5,12,0,7,0,10,0,0,0,0,0,9,6,11,0,0,0,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__PSRF01,s__PSRF01 sp002427845
ASV900,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,6,10,10,10,13,10,12,10,10,0,7,11,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,Unassigned,Unassigned
ASV901,8,6,0,0,13,0,0,0,17,11,0,7,8,0,0,0,4,0,8,0,9,7,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV902,10,0,0,0,0,0,0,13,0,7,0,0,2,0,0,13,6,0,0,0,0,0,0,0,8,21,12,7,0,0,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__CSP1-6,g__GWA2-73-35,s__GWA2-73-35 sp001788495
ASV903,6,0,0,8,3,0,0,0,3,4,5,4,1,9,7,7,0,3,4,0,0,0,8,6,1,13,5,10,12,6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__SHXO01,g__SHXO01,Unassigned
ASV904,0,10,0,4,5,5,5,0,0,5,0,11,3,0,4,7,4,11,0,0,5,3,0,6,4,5,5,0,6,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__UBA9968,f__UBA9968,g__2-12-FULL-60-19,s__2-12-FULL-60-19 sp001798595
ASV905,0,0,0,13,0,4,11,0,10,8,0,0,12,0,0,13,3,9,0,4,5,4,0,0,0,1,6,10,0,7,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Unassigned,Unassigned
ASV906,7,4,4,3,5,4,5,6,7,4,3,3,4,8,6,5,0,3,4,0,0,0,2,0,4,5,0,7,6,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV907,0,0,4,8,0,5,6,0,10,0,8,0,0,0,11,0,0,3,0,0,0,4,9,0,13,7,0,0,9,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,Unassigned,Unassigned,Unassigned,Unassigned
ASV908,0,0,0,4,0,0,0,0,0,0,7,0,0,5,11,0,8,5,3,0,0,11,12,16,0,12,0,4,8,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV909,0,0,0,0,0,22,0,15,9,0,0,11,7,0,0,0,9,7,0,0,0,0,0,0,0,0,0,6,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__JABFSM01,s__JABFSM01 sp009692115
ASV910,16,0,0,14,9,0,0,0,0,3,5,5,0,0,0,24,1,3,8,0,0,0,0,19,0,0,0,0,0,0,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,g__RBG-16-71-46,s__RBG-16-71-46 sp001780165
ASV911,6,0,5,0,11,18,0,0,6,0,2,0,5,0,0,0,10,0,0,0,10,0,14,0,7,0,0,5,6,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV912,0,0,0,0,0,5,20,0,0,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,21,0,4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501058,f__Rhizobiaceae_A_501058,g__Rhizobium_A_501058,Unassigned
ASV913,10,9,15,3,0,0,0,0,25,0,0,0,6,0,7,0,0,6,9,0,10,7,0,0,0,8,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__Acidimicrobiales,Unassigned,Unassigned,Unassigned
ASV914,0,11,5,0,0,8,0,10,0,11,5,0,4,0,0,0,0,0,12,0,0,0,0,4,7,8,0,12,1,6,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__Gp7-AA6,g__Gp7-AA6,s__Gp7-AA6 sp003222385
ASV915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,Unassigned,Unassigned
ASV916,14,0,0,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,18,10,3,0,0,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,Unassigned,Unassigned
ASV917,9,10,0,0,0,4,0,0,5,11,9,2,0,5,11,8,7,0,0,0,6,5,0,10,0,5,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,Unassigned,Unassigned
ASV918,0,6,5,0,0,0,21,10,8,12,9,6,0,0,0,0,0,7,0,0,0,0,0,0,6,10,0,6,0,7,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,Unassigned,Unassigned
ASV919,21,0,0,25,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,35,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Allosphingosinicella,s__Allosphingosinicella ginsenosidimutans
ASV920,7,0,0,0,0,0,12,0,0,0,8,12,3,0,0,0,0,6,4,11,0,9,19,22,0,0,0,4,0,0,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA6663,g__SpSt-583,s__SpSt-583 sp011367385
ASV921,5,0,6,10,14,0,12,7,7,6,8,6,0,0,0,0,9,5,0,13,0,0,0,0,0,0,0,0,0,1,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,Unassigned,Unassigned,Unassigned
ASV922,0,3,0,2,0,0,6,0,4,9,5,0,7,6,4,8,5,4,3,0,7,14,16,12,0,0,0,0,2,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,Unassigned,Unassigned,Unassigned
ASV923,0,0,9,1,0,6,0,5,13,0,2,4,4,0,6,0,9,0,0,0,0,2,4,0,2,3,0,0,6,16,d__Bacteria,p__Actinobacteriota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV924,0,0,0,0,0,0,19,4,0,26,0,0,0,0,0,0,0,3,0,36,0,1,0,5,0,3,3,4,6,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,g__UBA4729,s__UBA4729 sp002413865
ASV925,6,11,1,0,0,15,9,9,14,12,0,0,0,0,5,1,1,1,1,12,5,0,12,3,1,1,1,6,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV926,5,0,0,0,0,0,6,0,0,0,4,0,6,0,0,7,8,2,0,4,16,7,4,0,0,4,8,7,12,7,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,Unassigned,Unassigned
ASV927,6,39,30,10,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,g__Alkanindiges,s__Alkanindiges illinoisensis
ASV928,0,0,0,0,0,0,0,0,15,0,16,0,9,0,0,0,0,16,0,0,0,8,23,0,0,11,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,Unassigned,Unassigned,Unassigned,Unassigned
ASV929,16,0,0,3,0,17,0,0,17,0,8,0,6,0,0,0,2,8,0,0,0,0,0,0,13,0,0,16,0,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__IMCC26256,f__PALSA-555,g__SHUY01,Unassigned
ASV930,0,0,0,0,0,0,48,47,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,Unassigned
ASV931,7,8,0,0,8,20,7,9,11,4,8,5,2,0,0,7,5,0,0,0,0,3,7,0,0,0,0,0,0,7,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,s__AG11 sp003223455
ASV932,0,0,12,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,13,0,18,0,0,26,9,0,0,12,0,7,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,Unassigned,Unassigned
ASV933,0,0,14,0,4,0,0,18,6,2,6,5,1,0,3,0,6,0,0,0,0,0,0,0,7,0,8,9,0,12,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_B_302584,f__DSM-18226_301387,Unassigned,Unassigned
ASV934,0,0,0,0,0,0,0,0,29,0,20,27,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,16,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__RPRB01,s__RPRB01 sp003818285
ASV935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,34,20,24,18,0,0,0,0,0,0,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__CF-154,s__CF-154 sp005879655
ASV936,14,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,4,5,12,0,6,15,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__Gp6-AA45,Unassigned
ASV937,0,15,0,6,0,7,11,0,15,0,7,9,0,9,6,9,0,5,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__UTPRO1,f__UTPRO1,g__UTPRO1,s__UTPRO1 sp002050235
ASV938,0,0,5,5,0,8,0,0,0,0,0,12,8,11,0,0,7,4,0,0,0,0,0,0,0,2,9,5,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,Unassigned,Unassigned
ASV939,0,0,0,0,13,19,10,0,9,3,9,5,13,0,0,12,0,0,0,0,0,2,0,0,0,0,0,7,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,s__AG11 sp003223455
ASV940,15,15,11,8,14,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,12,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__SCN-69-37,g__SCN-69-37,Unassigned
ASV941,11,6,6,3,7,2,6,6,0,2,2,0,3,9,0,9,3,2,0,0,0,0,0,0,0,1,10,6,18,5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter_910554,Unassigned
ASV942,3,13,3,0,0,7,0,7,5,5,7,9,3,0,0,0,5,6,0,0,0,0,0,0,0,8,4,5,7,10,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV943,0,7,0,0,15,0,0,0,9,15,0,0,0,0,0,0,10,0,6,9,0,4,6,9,3,0,0,0,0,10,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Aggregatilineales,f__A4b,Unassigned,Unassigned
ASV944,0,0,3,0,3,0,30,8,22,23,8,0,0,0,0,0,0,0,0,10,8,4,0,3,0,0,4,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,g__Alkanindiges,s__Alkanindiges illinoisensis
ASV945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,9,22,13,14,4,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV946,8,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,0,0,14,18,10,8,11,8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Arenimonas_613591,Unassigned
ASV947,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,11,0,0,31,0,31,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,Unassigned,Unassigned,Unassigned,Unassigned
ASV948,0,0,3,10,6,10,5,0,6,4,12,0,0,7,0,13,4,5,0,0,0,2,0,5,6,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV949,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,13,0,12,18,14,19,0,5,0,0,0,3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Ginsengibacter,s__Ginsengibacter sp003721595
ASV950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,17,10,0,20,3,19,0,2,0,3,3,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613062,f__Rhodanobacteraceae_613062,g__Rhodanobacter_613036,Unassigned
ASV951,0,4,0,8,10,0,6,0,0,2,15,0,0,0,0,4,0,0,14,0,14,4,14,11,0,0,0,4,0,0,d__Bacteria,p__Patescibacteria,c__Doudnabacteria,o__UBA920,f__UBA920,g__UBA920,Unassigned
ASV952,0,0,5,14,8,0,0,0,0,0,11,0,5,0,11,0,0,11,3,9,0,0,0,0,9,13,5,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV953,0,0,0,10,9,0,0,0,22,9,0,0,0,7,7,0,11,0,7,0,0,10,0,0,0,0,0,8,0,0,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__GWC2-73-18,s__GWC2-73-18 sp001794945
ASV954,0,0,0,0,0,0,0,0,21,0,15,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae_405341,g__Solirubrobacter,Unassigned
