,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S3_1,S3_2,S3_3,S3_4,S3_5,S3_6,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,11,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podospora,s__Podospora_sp;sh__SH0040740.09FU
ASV311,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV313,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV314,0,78,0,0,0,0,3,0,0,0,0,19,0,12,0,0,1,0,0,0,7,0,0,0,3,0,0,0,0,17,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Sordariales_gen_Incertae_sedis,s__Sordariales_sp;sh__SH0037397.09FU
ASV315,0,0,0,0,3,0,0,20,17,80,4,4,0,10,0,6,23,0,0,3,0,14,0,0,1,0,0,0,2,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV316,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,27,0,0,10,0,0,5,0,0,18,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Sordariales_gen_Incertae_sedis,s__Sordariales_sp;sh__SH0044042.09FU
ASV317,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV318,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV319,0,0,0,0,0,0,0,0,21,0,4,0,18,18,0,5,0,0,18,0,4,0,0,33,21,0,4,3,19,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0220906.09FU
ASV320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,42,0,23,0,0,k__Fungi,p__Aphelidiomycota,c__Aphelidiomycota_cls_Incertae_sedis,o__Aphelidiomycota_ord_Incertae_sedis,f__Aphelidiomycota_fam_Incertae_sedis,g__Aphelidiomycota_gen_Incertae_sedis,s__Aphelidiomycota_sp;sh__SH0010647.09FU
ASV321,0,13,0,21,68,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,31,0,0,0,0,13,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__Rhizophagus_irregularis;sh__SH0013579.09FU
ASV322,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0125578.09FU
ASV323,0,23,0,0,0,0,0,0,0,0,0,0,0,35,70,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Hypocreales_gen_Incertae_sedis,s__Hypocreales_sp;sh__SH0109005.09FU
ASV324,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082642.09FU
ASV325,0,0,116,0,0,0,0,6,0,10,0,0,0,8,0,14,0,0,37,0,6,2,0,0,0,0,0,0,0,8,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudeurotium,s__Pseudeurotium_hygrophilum;sh__SH0037891.09FU
ASV326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,54,11,16,0,0,0,0,0,0,13,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0036760.09FU
ASV327,0,14,18,0,6,6,2,6,3,0,9,16,0,0,0,0,3,0,22,9,6,31,6,0,2,4,0,0,0,3,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0176111.09FU
ASV328,0,0,14,0,14,0,21,21,29,28,2,0,3,5,0,0,0,0,0,0,4,0,12,0,0,17,0,0,7,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_antarctica;sh__SH0232085.09FU
ASV329,0,0,0,0,0,0,0,0,0,6,0,0,0,15,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV330,0,0,0,0,0,0,0,8,0,0,16,17,18,15,51,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS05,f__GS05_fam_Incertae_sedis,g__GS05_gen_Incertae_sedis,s__GS05_sp;sh__SH0132656.09FU
ASV331,0,0,0,0,3,6,0,3,32,5,2,32,0,0,3,0,0,0,11,8,0,0,0,0,0,0,0,0,8,25,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Goffeauzyma,s__Goffeauzyma_gastrica;sh__SH0011287.09FU
ASV332,0,0,0,0,0,0,25,0,6,0,6,25,0,8,4,0,0,0,0,0,0,0,0,6,13,44,0,6,2,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Itersonilia,s__Itersonilia_pannonica;sh__SH0217375.09FU
ASV333,0,5,0,0,0,3,0,4,0,0,0,10,0,0,61,29,0,41,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV334,0,0,0,54,0,0,0,0,0,26,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,18,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Leuconeurospora,s__Leuconeurospora_sp;sh__SH0168988.09FU
ASV335,0,5,0,21,0,41,0,8,26,0,3,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,14,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__Lobulomycetales_fam_Incertae_sedis,g__Lobulomycetales_gen_Incertae_sedis,s__Lobulomycetales_sp;sh__SH0011531.09FU
ASV336,0,0,0,88,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0138796.09FU
ASV337,0,19,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,19,20,0,0,8,10,26,8,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,25,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0111011.09FU
ASV339,0,0,0,56,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,8,0,28,1,8,5,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV340,0,0,0,0,0,0,0,0,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,13,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV341,0,0,0,0,0,0,26,0,33,0,0,25,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Thelonectria,s__Thelonectria_olida;sh__SH0014171.09FU
ASV342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,0,70,0,0,0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonales_fam_Incertae_sedis,g__Endogonales_gen_Incertae_sedis,s__Endogonales_sp
ASV343,0,0,0,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Paraleptosphaeria,s__Paraleptosphaeria_rumicis;sh__SH0230307.09FU
ASV344,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV345,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp;sh__SH0135048.09FU
ASV346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,38,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp
ASV347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,94,0,33,10,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,s__Zasmidium_nocoxi;sh__SH0056492.09FU
ASV349,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV350,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,s__Wallemia_sebi;sh__SH0029920.09FU
ASV351,0,0,10,0,0,0,8,0,0,17,0,0,0,6,45,0,6,0,0,0,8,0,0,4,0,0,15,0,7,12,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV352,0,10,0,0,19,0,10,0,0,83,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,Unassigned,Unassigned
ASV353,0,0,0,50,0,32,0,12,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Bisifusarium,Unassigned
ASV354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,25,30,0,48,0,0,0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonales_fam_Incertae_sedis,g__Endogonales_gen_Incertae_sedis,s__Endogonales_sp
ASV355,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_ruber;sh__SH0107582.09FU
ASV356,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,Unassigned
ASV357,0,0,0,111,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_piluliferum;sh__SH0097829.09FU
ASV358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV359,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0125578.09FU
ASV360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV361,0,40,0,43,0,0,0,0,4,0,0,0,0,0,0,6,13,0,0,0,2,0,0,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp
ASV362,0,0,0,0,0,0,13,0,12,0,12,0,0,0,0,12,0,0,63,8,8,0,0,29,0,0,8,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_opportunistica;sh__SH0214875.09FU
ASV363,0,0,0,0,0,0,0,2,4,0,118,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,46,0,0,0,20,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV365,0,0,0,0,21,7,16,12,0,0,0,0,0,14,0,0,0,17,0,10,0,0,0,15,10,0,0,18,6,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp
ASV366,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp;sh__SH0171439.09FU
ASV367,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_podzolica;sh__SH0062252.09FU
ASV368,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Typhulaceae,g__Typhula,s__Typhula_sp;sh__SH0066123.09FU
ASV369,0,0,0,0,0,0,0,8,22,10,9,8,16,2,0,6,0,0,0,0,7,0,10,3,3,0,0,0,17,5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__Leptosphaeria_sclerotioides;sh__SH0024106.09FU
ASV370,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV371,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0060642.09FU
ASV372,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_sp;sh__SH0062179.09FU
ASV373,0,0,0,0,0,24,0,0,4,7,21,10,0,0,0,23,0,0,0,0,0,0,0,0,27,0,0,7,8,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV374,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0081808.09FU
ASV375,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,s__Basidiomycota_sp
ASV376,0,0,0,0,0,0,0,18,0,0,0,0,5,0,8,0,39,16,9,3,0,14,7,0,12,0,0,0,3,0,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,s__Basidiomycota_sp
ASV377,0,0,0,0,0,0,0,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,16,25,72,0,0,6,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0206000.09FU
ASV378,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0136622.09FU
ASV379,0,0,0,0,0,0,0,6,37,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascales_fam_Incertae_sedis,g__Microascales_gen_Incertae_sedis,s__Microascales_sp;sh__SH0027224.09FU
ASV380,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Sarcopodium,s__Sarcopodium_araliae;sh__SH0009920.09FU
ASV381,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,110,0,8,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0083225.09FU
ASV382,0,17,0,0,0,0,6,7,7,5,5,3,0,0,0,10,8,0,0,0,5,0,0,0,40,19,0,7,3,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Sordariales_gen_Incertae_sedis,s__Sordariales_sp;sh__SH0040736.09FU
ASV383,0,0,0,0,0,33,31,0,0,0,0,0,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Thelebolus,s__Thelebolus_globosus;sh__SH0037759.09FU
ASV384,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV385,0,15,0,0,0,0,0,0,11,0,0,0,14,20,0,5,0,0,0,0,0,0,0,18,18,3,8,0,5,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Chaetasbolisia,s__Chaetasbolisia_longiseta;sh__SH0025204.09FU
ASV386,0,0,0,0,0,0,31,38,3,6,51,0,19,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp;sh__SH0244044.09FU
ASV387,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,16,0,0,5,0,0,0,0,11,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Amphisphaeriaceae,g__Polyscytalum,s__Polyscytalum_pustulans;sh__SH0041127.09FU
ASV388,0,0,31,0,0,0,0,45,0,0,0,22,0,6,6,0,0,0,0,6,0,0,16,0,0,0,0,0,5,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV389,0,0,0,0,3,0,0,0,3,7,0,7,8,0,2,0,0,0,39,11,9,35,7,0,0,3,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0136132.09FU
ASV390,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,81,0,35,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliales_fam_Incertae_sedis,g__Orbiliales_gen_Incertae_sedis,s__Orbiliales_sp;sh__SH0135627.09FU
ASV391,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV392,0,0,0,0,0,0,34,11,0,0,33,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0177607.09FU
ASV393,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082642.09FU
ASV394,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,34,0,0,51,0,0,0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonales_fam_Incertae_sedis,g__Endogonales_gen_Incertae_sedis,s__Endogonales_sp
ASV396,0,0,0,0,9,0,7,0,12,7,0,0,9,11,0,8,0,0,0,0,8,26,0,6,0,0,0,0,0,10,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0062365.09FU
ASV397,0,0,0,0,0,0,13,0,7,0,0,9,0,14,20,0,25,0,0,0,0,26,0,0,0,0,0,0,4,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_victoriae;sh__SH0056961.09FU
