,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S3_1,S3_2,S3_3,S3_4,S3_5,S3_6,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV398,0,0,0,0,0,0,42,0,0,0,73,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellales_fam_Incertae_sedis,g__Mortierellales_gen_Incertae_sedis,s__Mortierellales_sp
ASV399,0,13,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,36,27,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0159647.09FU
ASV400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp;sh__SH0244174.09FU
ASV401,0,15,31,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,Unassigned
ASV402,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,41,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomeraceae_gen_Incertae_sedis,s__Glomeraceae_sp
ASV403,0,0,0,0,7,0,6,2,0,0,0,0,0,0,0,9,0,17,0,0,0,46,16,0,0,0,0,0,0,13,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Porodiplodiaceae,g__Endoradiciella,s__Endoradiciella_communis;sh__SH0049160.09FU
ASV404,0,0,0,0,0,0,30,41,31,21,0,0,0,0,0,0,0,0,0,12,3,10,0,0,0,0,0,0,0,0,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycota_cls_Incertae_sedis,o__Blastocladiomycota_ord_Incertae_sedis,f__Blastocladiomycota_fam_Incertae_sedis,g__Blastocladiomycota_gen_Incertae_sedis,s__Blastocladiomycota_sp;sh__SH0012694.09FU
ASV405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,9,50,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Chromelosporium,s__Chromelosporium_macrospermum;sh__SH0020123.09FU
ASV406,0,19,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,2,20,0,2,27,15,0,0,0,0,0,2,9,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pyronemataceae_gen_Incertae_sedis,s__Pyronemataceae_sp;sh__SH0226178.09FU
ASV408,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV409,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV410,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,0,0,44,0,0,0,0,0,0,0,0,0,0,5,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Sclerostagonospora,s__Sclerostagonospora_sp;sh__SH0012905.09FU
ASV411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,0,10,47,0,0,0,0,0,0,0,5,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp
ASV412,0,20,39,0,0,0,10,8,11,0,4,8,0,0,0,7,0,0,0,0,0,0,15,5,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Flavocillium,s__Flavocillium_primulinum;sh__SH0210870.09FU
ASV413,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliales_fam_Incertae_sedis,g__Orbiliales_gen_Incertae_sedis,s__Orbiliales_sp;sh__SH0186246.09FU
ASV414,0,0,0,0,72,0,0,0,6,0,0,0,14,0,0,0,0,0,25,0,0,0,0,5,0,4,0,0,4,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_sp;sh__SH0062256.09FU
ASV415,0,0,0,0,0,0,0,0,14,0,4,3,0,9,0,0,0,0,0,4,18,0,14,0,4,0,0,0,3,29,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0051087.09FU
ASV416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,9,78,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV417,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,0,47,14,0,0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonales_fam_Incertae_sedis,g__Endogonales_gen_Incertae_sedis,s__Endogonales_sp
ASV419,0,17,0,8,8,10,0,0,0,0,0,14,0,0,7,0,0,5,11,0,0,0,0,2,7,4,3,0,2,0,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malasseziaceae_gen_Incertae_sedis,s__Malasseziaceae_sp;sh__SH0067543.09FU
ASV420,0,0,0,0,4,0,0,9,16,10,0,0,0,4,0,2,0,0,0,0,0,0,0,16,3,0,39,0,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__Leucosporidium_golubevii;sh__SH0228549.09FU
ASV421,0,0,0,0,0,0,0,0,0,0,0,8,0,0,26,35,0,0,0,0,0,0,0,26,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV422,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,17,9,11,8,24,0,0,0,0,0,0,6,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV423,0,24,7,0,0,21,0,2,11,3,0,0,6,4,0,2,1,0,0,0,3,0,0,2,0,10,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Rhizophydiales_gen_Incertae_sedis,s__Rhizophydiales_sp;sh__SH0011312.09FU
ASV424,0,0,0,0,0,0,26,18,31,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Hypocreales_gen_Incertae_sedis,s__Hypocreales_sp;sh__SH0077077.09FU
ASV425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,96,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV426,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0224025.09FU
ASV427,0,0,0,0,0,0,0,0,13,39,0,0,0,0,0,9,0,0,15,0,13,3,22,0,0,0,0,0,3,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,Unassigned
ASV428,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,18,0,0,0,9,0,0,0,32,0,0,29,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp;sh__SH0186745.09FU
ASV429,0,36,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,27,0,0,0,0,0,0,10,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,s__Dominikia_sp
ASV430,0,29,0,0,0,0,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierellaceae_gen_Incertae_sedis,s__Mortierellaceae_sp;sh__SH0208504.09FU
ASV431,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,11,0,0,0,29,0,0,38,6,0,0,k__Fungi,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,f__Zoopagales_fam_Incertae_sedis,g__Zoopagales_gen_Incertae_sedis,s__Zoopagales_sp;sh__SH0048943.09FU
ASV432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,56,0,0,0,19,0,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp;sh__SH0180621.09FU
ASV433,0,0,0,0,49,21,0,0,0,0,0,0,0,0,0,22,12,0,4,0,0,0,4,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0224025.09FU
ASV434,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitiaceae_gen_Incertae_sedis,s__Bolbitiaceae_sp;sh__SH0195821.09FU
ASV435,0,0,0,0,0,0,17,20,50,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV436,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV437,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Helotiales_gen_Incertae_sedis,s__Helotiales_sp;sh__SH0081808.09FU
ASV438,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082619.09FU
ASV439,0,0,0,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,9,8,0,0,0,10,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__Clitopilus_sp;sh__SH0213530.09FU
ASV440,0,0,0,12,0,0,36,0,21,1,7,10,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,k__Fungi,p__Basidiomycota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV441,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipitaceae_gen_Incertae_sedis,s__Serendipitaceae_sp;sh__SH0194288.09FU
ASV442,0,0,0,0,0,0,20,8,7,0,0,26,19,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Neonectria,s__Neonectria_sp;sh__SH0202286.09FU
ASV443,0,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,Unassigned
ASV444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,7,0,0,0,0,0,0,12,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp;sh__SH0019106.09FU
ASV445,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,25,0,0,0,18,18,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV446,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0121378.09FU
ASV447,0,18,0,0,0,0,0,0,0,0,0,19,4,0,0,17,0,15,0,0,0,0,18,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,s__Dominikia_sp;sh__SH0048451.09FU
ASV448,0,15,0,0,22,22,0,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,Unassigned
ASV449,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,25,0,0,0,0,0,0,0,0,6,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidiaceae_gen_Incertae_sedis,s__Olpidiaceae_sp;sh__SH0098550.09FU
ASV450,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,s__Cystofilobasidium_macerans;sh__SH0228764.09FU
ASV451,0,0,0,0,0,0,0,0,0,0,88,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_Incertae_sedis,g__Agaricales_gen_Incertae_sedis,s__Agaricales_sp;sh__SH0219174.09FU
ASV452,0,0,0,0,0,0,0,0,0,0,0,0,41,35,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entolomataceae_gen_Incertae_sedis,s__Entolomataceae_sp;sh__SH0227546.09FU
ASV453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,28,0,0,25,15,0,0,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonales_fam_Incertae_sedis,g__Endogonales_gen_Incertae_sedis,s__Endogonales_sp;sh__SH0013398.09FU
ASV454,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,8,0,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces,s__Debaryomyces_udenii;sh__SH0077313.09FU
ASV455,0,0,0,0,0,0,0,3,0,5,10,36,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Melanoleuca,s__Melanoleuca_communis;sh__SH0055756.09FU
ASV456,0,0,0,0,0,0,0,0,0,20,0,13,0,0,0,0,0,0,72,0,0,0,14,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp;sh__SH0082621.09FU
ASV457,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0166786.09FU
ASV458,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Erysiphales,f__Erysiphaceae,g__Golovinomyces,s__Golovinomyces_ambrosiae;sh__SH0220732.09FU
ASV459,0,0,0,0,0,21,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,0,0,10,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,s__Dominikia_sp
ASV460,0,65,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomeraceae_gen_Incertae_sedis,s__Paraglomeraceae_sp;sh__SH0133585.09FU
ASV461,0,4,0,0,20,1,0,0,0,0,0,0,16,3,0,7,0,0,16,1,20,0,5,0,0,4,0,0,0,5,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV462,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,s__Cryptococcus_watticus;sh__SH0042816.09FU
ASV463,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV464,0,0,0,0,0,0,0,0,16,0,0,13,13,0,0,20,3,0,0,7,0,0,6,0,0,0,0,0,8,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Volutella,s__Volutella_delonicis;sh__SH0009892.09FU
ASV465,0,0,0,0,0,0,0,0,1,2,0,3,0,5,0,0,0,0,22,23,7,13,17,0,0,0,0,0,0,7,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV466,0,0,7,0,6,0,0,0,1,0,3,13,0,7,0,0,24,0,0,3,0,0,11,3,0,0,0,0,3,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0143818.09FU
ASV467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,59,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV468,0,31,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,Unassigned
ASV469,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,10,0,7,0,0,0,29,0,0,0,0,0,0,0,13,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomeraceae_gen_Incertae_sedis,s__Glomeraceae_sp;sh__SH0048512.09FU
ASV470,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitiaceae_gen_Incertae_sedis,s__Bolbitiaceae_sp;sh__SH0195821.09FU
ASV471,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0224025.09FU
ASV472,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,4,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0108551.09FU
ASV473,0,0,0,0,9,0,0,0,0,0,7,8,0,2,0,36,0,21,9,9,0,0,3,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiales_fam_Incertae_sedis,g__Atractospora,s__Atractospora_sp;sh__SH0043451.09FU
ASV474,0,0,0,0,0,0,0,63,0,0,0,0,41,6,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,2,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Limnoperdaceae,g__Limnoperdaceae_gen_Incertae_sedis,s__Limnoperdaceae_sp;sh__SH0199927.09FU
ASV475,0,20,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipitaceae_gen_Incertae_sedis,s__Serendipitaceae_sp;sh__SH0194392.09FU
ASV476,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipitaceae_gen_Incertae_sedis,s__Serendipitaceae_sp;sh__SH0157020.09FU
ASV477,0,0,0,0,13,34,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,4,0,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__Betamyces_sp
ASV478,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,5,17,0,22,0,0,4,0,0,0,0,0,0,0,0,k__Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV479,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitiaceae_gen_Incertae_sedis,s__Bolbitiaceae_sp;sh__SH0195821.09FU
ASV480,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0125578.09FU
ASV481,0,0,0,0,0,0,11,4,16,0,0,0,0,7,0,7,0,0,11,0,5,7,4,5,0,4,11,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Niessliaceae,g__Niesslia,s__Niesslia_mucida;sh__SH0105453.09FU
ASV482,0,0,0,0,0,0,0,0,0,4,0,0,47,0,0,0,0,0,0,0,0,0,9,17,0,2,0,0,4,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiomycetes_ord_Incertae_sedis,f__Leotiomycetes_fam_Incertae_sedis,g__Leotiomycetes_gen_Incertae_sedis,s__Leotiomycetes_sp;sh__SH0111035.09FU
ASV483,0,0,0,0,0,0,60,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp;sh__SH0121804.09FU
ASV484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,19,0,0,0,0,7,0,0,3,6,14,k__Fungi,p__Rozellomycota,c__Rozellomycota_cls_Incertae_sedis,o__Rozellomycota_ord_Incertae_sedis,f__Rozellomycota_fam_Incertae_sedis,g__Rozellomycota_gen_Incertae_sedis,s__Rozellomycota_sp;sh__SH0183275.09FU
ASV485,0,0,0,0,0,0,0,22,30,30,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,Unassigned
ASV486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,46,0,0,13,0,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__Paraglomus_laccatum;sh__SH0011487.09FU
ASV487,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Dactylonectria,Unassigned
